#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AEBP1	ZNF469	9606.ENSP00000223357	9606.ENSP00000456500	0	0	0	0	0.086	0	0	0.391	0.419
AEBP1	LUM	9606.ENSP00000223357	9606.ENSP00000266718	0	0	0	0	0.272	0.042	0	0.269	0.446
AEBP1	LRP6	9606.ENSP00000223357	9606.ENSP00000261349	0	0	0	0	0	0	0	0.463	0.463
AEBP1	COL11A1	9606.ENSP00000223357	9606.ENSP00000359114	0	0	0	0	0.177	0	0	0.383	0.471
AEBP1	COL12A1	9606.ENSP00000223357	9606.ENSP00000325146	0	0	0	0	0.144	0	0	0.436	0.496
AEBP1	COL1A1	9606.ENSP00000223357	9606.ENSP00000225964	0	0	0	0	0.309	0	0	0.392	0.562
AEBP1	COL6A2	9606.ENSP00000223357	9606.ENSP00000300527	0	0	0	0	0.342	0	0	0.377	0.572
AEBP1	COL1A2	9606.ENSP00000223357	9606.ENSP00000297268	0	0	0	0	0.343	0	0	0.383	0.578
AEN	NOP58	9606.ENSP00000331944	9606.ENSP00000264279	0	0	0	0	0.211	0.269	0	0.102	0.437
AEN	PLK2	9606.ENSP00000331944	9606.ENSP00000274289	0	0	0	0	0.054	0	0	0.421	0.429
AEN	PCNA	9606.ENSP00000331944	9606.ENSP00000368458	0.086	0	0	0	0.126	0.416	0.270	0.195	0.676
AEN	PHLDA3	9606.ENSP00000331944	9606.ENSP00000356280	0	0	0	0	0.067	0	0	0.687	0.696
AFAP1	CAV2	9606.ENSP00000410689	9606.ENSP00000222693	0	0	0	0	0.068	0	0	0.438	0.453
AFAP1	PLEK	9606.ENSP00000410689	9606.ENSP00000234313	0	0	0	0	0	0	0	0.616	0.616
AFAP1	TLR2	9606.ENSP00000410689	9606.ENSP00000260010	0	0	0	0	0	0	0	0.476	0.476
AFAP1	TLR4	9606.ENSP00000410689	9606.ENSP00000363089	0	0	0	0	0	0	0	0.497	0.497
AFF3	FKBP14	9606.ENSP00000386834	9606.ENSP00000222803	0	0	0	0	0.062	0.068	0	0.382	0.413
AFF3	H3-3B	9606.ENSP00000386834	9606.ENSP00000254810	0	0	0	0	0	0.126	0	0.345	0.403
AFF3	KNL1	9606.ENSP00000386834	9606.ENSP00000335463	0	0	0	0	0.042	0	0	0.426	0.426
AFF3	ANKRD55	9606.ENSP00000386834	9606.ENSP00000342295	0	0	0	0	0	0.099	0	0.479	0.511
AFF3	PADI4	9606.ENSP00000386834	9606.ENSP00000364597	0	0	0	0	0	0	0	0.503	0.503
AFF3	FGFR1	9606.ENSP00000386834	9606.ENSP00000393312	0	0	0	0	0.055	0	0	0.439	0.447
AFF3	TNFAIP3	9606.ENSP00000386834	9606.ENSP00000481570	0	0	0	0	0	0	0	0.507	0.507
AFF3	KMT2A	9606.ENSP00000386834	9606.ENSP00000436786	0	0	0	0	0.073	0.125	0	0.582	0.631
AGAP1	PLEK	9606.ENSP00000307634	9606.ENSP00000234313	0	0	0	0	0	0	0	0.485	0.485
AGAP1	TANC1	9606.ENSP00000307634	9606.ENSP00000263635	0	0	0	0	0.067	0.598	0	0.063	0.618
AGAP1	ANK1	9606.ENSP00000307634	9606.ENSP00000265709	0	0	0	0	0	0.069	0	0.569	0.582
AGAP1	ZCCHC14	9606.ENSP00000307634	9606.ENSP00000268616	0	0	0	0	0.139	0	0	0.421	0.480
AGAP1	ANK3	9606.ENSP00000307634	9606.ENSP00000280772	0	0	0	0	0.067	0.069	0	0.569	0.593
AGBL2	C3	9606.ENSP00000435582	9606.ENSP00000245907	0	0	0	0	0.042	0	0	0.490	0.490
AGBL2	KIF11	9606.ENSP00000435582	9606.ENSP00000260731	0	0	0	0	0	0	0	0.461	0.461
AGBL2	MASP1	9606.ENSP00000435582	9606.ENSP00000296280	0	0	0	0	0.047	0.113	0	0.454	0.498
AGBL2	PADI4	9606.ENSP00000435582	9606.ENSP00000364597	0	0	0	0	0	0	0	0.479	0.479
AGBL2	MASP2	9606.ENSP00000435582	9606.ENSP00000383690	0	0	0	0	0.047	0.113	0	0.644	0.673
AGBL2	C1S	9606.ENSP00000435582	9606.ENSP00000385035	0	0	0	0	0.047	0.113	0	0.518	0.557
AGBL2	C4A	9606.ENSP00000435582	9606.ENSP00000396688	0	0	0	0	0.047	0	0	0.556	0.559
AGPAT4	DGKK	9606.ENSP00000314036	9606.ENSP00000477515	0	0	0	0	0.060	0	0.650	0.065	0.665
AGPAT4	DGKH	9606.ENSP00000314036	9606.ENSP00000337572	0	0	0	0	0.060	0	0.650	0.262	0.736
AGPAT4	PLPP3	9606.ENSP00000314036	9606.ENSP00000360296	0.044	0	0	0	0	0.051	0.701	0.524	0.854
AHNAK	PKP2	9606.ENSP00000367263	9606.ENSP00000070846	0	0	0	0	0	0	0	0.404	0.404
AHNAK	VTN	9606.ENSP00000367263	9606.ENSP00000226218	0	0	0	0	0	0	0	0.412	0.412
AHNAK	H4C6	9606.ENSP00000367263	9606.ENSP00000244537	0	0	0	0	0.052	0.543	0	0.153	0.601
AHNAK	BRD4	9606.ENSP00000367263	9606.ENSP00000263377	0	0	0	0	0.049	0.310	0	0.161	0.401
AHNAK	TP53	9606.ENSP00000367263	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.559	0.676
AHNAK	EGFR	9606.ENSP00000367263	9606.ENSP00000275493	0	0	0	0	0.101	0.287	0	0.399	0.581
AHNAK	SERPING1	9606.ENSP00000367263	9606.ENSP00000278407	0	0	0	0	0.053	0	0	0.441	0.447
AHNAK	S100B	9606.ENSP00000367263	9606.ENSP00000291700	0	0	0	0	0	0.292	0	0.235	0.435
AHNAK	LTBP3	9606.ENSP00000367263	9606.ENSP00000301873	0	0	0	0	0.085	0.132	0	0.392	0.475
AHNAK	PRX	9606.ENSP00000367263	9606.ENSP00000326018	0	0	0	0.578	0.062	0.080	0	0.938	0.941
AHNAK	AHNAK2	9606.ENSP00000367263	9606.ENSP00000353114	0	0	0.173	0.658	0.124	0	0.900	0.322	0.944
AHNAK	SYNE1	9606.ENSP00000367263	9606.ENSP00000356224	0	0	0	0	0.049	0.070	0	0.391	0.414
AHNAK	UTRN	9606.ENSP00000367263	9606.ENSP00000356515	0	0	0	0	0.074	0.061	0	0.471	0.499
AHNAK	FLNB	9606.ENSP00000367263	9606.ENSP00000420213	0	0	0	0	0.098	0.228	0	0.284	0.458
AHNAK2	VTN	9606.ENSP00000353114	9606.ENSP00000226218	0	0	0	0	0	0	0	0.400	0.400
AHNAK2	CLEC2D	9606.ENSP00000353114	9606.ENSP00000261340	0	0	0	0	0	0.101	0	0.380	0.419
AHNAK2	S100B	9606.ENSP00000353114	9606.ENSP00000291700	0	0	0	0	0.042	0	0	0.450	0.451
AHNAK2	MARVELD3	9606.ENSP00000353114	9606.ENSP00000299952	0	0	0	0	0	0	0	0.415	0.415
AHNAK2	MUC17	9606.ENSP00000353114	9606.ENSP00000302716	0	0	0	0	0.055	0.132	0	0.409	0.473
AHNAK2	SYNE1	9606.ENSP00000353114	9606.ENSP00000356224	0	0	0	0	0.055	0.070	0	0.381	0.409
AHNAK2	MUC12	9606.ENSP00000353114	9606.ENSP00000441929	0	0	0	0	0.055	0.132	0	0.340	0.412
AHNAK2	OBSCN	9606.ENSP00000353114	9606.ENSP00000455507	0	0	0	0	0.042	0.074	0	0.401	0.423
AHNAK2	GOLGB1	9606.ENSP00000353114	9606.ENSP00000377275	0	0	0	0	0.069	0.098	0	0.389	0.443
AHSA1	FKBP4	9606.ENSP00000216479	9606.ENSP00000001008	0	0	0	0	0.392	0.613	0	0.894	0.973
AHSA1	ST13	9606.ENSP00000216479	9606.ENSP00000216218	0	0	0	0	0.104	0	0	0.387	0.427
AHSA1	ITGB1BP2	9606.ENSP00000216479	9606.ENSP00000362935	0	0	0	0	0.239	0.052	0	0.235	0.400
AHSA1	HSPA2	9606.ENSP00000216479	9606.ENSP00000378199	0	0	0	0	0.217	0.087	0	0.285	0.444
AHSA1	TTC28	9606.ENSP00000216479	9606.ENSP00000381003	0	0	0	0	0.299	0.095	0	0.214	0.457
AHSA1	CCT5	9606.ENSP00000216479	9606.ENSP00000280326	0	0	0	0	0.384	0.083	0	0.175	0.493
AHSA1	BRD4	9606.ENSP00000216479	9606.ENSP00000263377	0	0	0	0	0.054	0.510	0	0	0.516
AHSA1	CDK4	9606.ENSP00000216479	9606.ENSP00000257904	0	0	0	0	0.106	0	0	0.515	0.547
AHSA1	FKBP5	9606.ENSP00000216479	9606.ENSP00000444810	0	0	0	0	0.132	0.238	0	0.519	0.654
AHSA1	STUB1	9606.ENSP00000216479	9606.ENSP00000219548	0	0	0	0	0.063	0	0	0.710	0.716
AHSA1	HSPA5	9606.ENSP00000216479	9606.ENSP00000324173	0	0	0	0	0.417	0.325	0	0.373	0.732
AHSA1	NKTR	9606.ENSP00000216479	9606.ENSP00000232978	0	0	0	0	0.690	0.180	0	0.306	0.808
AHSA1	TSC1	9606.ENSP00000216479	9606.ENSP00000298552	0	0	0	0	0.336	0.641	0	0.278	0.812
AHSA1	DNAJB1	9606.ENSP00000216479	9606.ENSP00000254322	0	0	0	0	0.503	0.071	0	0.795	0.897
AHSA1	HSP90B1	9606.ENSP00000216479	9606.ENSP00000299767	0	0	0	0	0.308	0.682	0	0.647	0.915
AHSA1	HSPA8	9606.ENSP00000216479	9606.ENSP00000437125	0	0	0	0	0.511	0.533	0	0.717	0.930
AHSA1	CDC37	9606.ENSP00000216479	9606.ENSP00000222005	0	0	0	0	0.119	0.493	0	0.934	0.968
AHSA1	HSP90AB1	9606.ENSP00000216479	9606.ENSP00000360609	0	0	0	0	0.504	0.938	0	0.995	0.999
AHSA1	HSP90AA1	9606.ENSP00000216479	9606.ENSP00000335153	0	0	0	0	0.477	0.968	0	0.997	0.999
AHSP	SLC4A1	9606.ENSP00000307199	9606.ENSP00000262418	0	0	0	0	0.783	0	0	0.533	0.894
AHSP	KLF1	9606.ENSP00000307199	9606.ENSP00000264834	0	0	0	0	0.771	0	0	0.608	0.906
AHSP	ANK1	9606.ENSP00000307199	9606.ENSP00000265709	0	0	0	0	0.255	0	0	0.264	0.428
AHSP	SLC25A37	9606.ENSP00000307199	9606.ENSP00000429200	0	0	0	0	0.384	0	0	0.269	0.530
AHSP	BCL11A	9606.ENSP00000307199	9606.ENSP00000496168	0	0	0	0	0	0	0	0.539	0.539
AHSP	OSBP2	9606.ENSP00000307199	9606.ENSP00000332576	0	0	0	0	0.486	0	0	0.144	0.541
AHSP	SPTA1	9606.ENSP00000307199	9606.ENSP00000495214	0	0	0	0	0.406	0	0	0.284	0.556
AHSP	GYPE	9606.ENSP00000307199	9606.ENSP00000351430	0	0	0	0	0.309	0	0	0.627	0.731
AHSP	SELENBP1	9606.ENSP00000307199	9606.ENSP00000397261	0	0	0	0	0.635	0	0	0.322	0.741
AHSP	CA1	9606.ENSP00000307199	9606.ENSP00000430656	0	0	0	0	0.777	0	0	0.336	0.845
AHSP	ALAS2	9606.ENSP00000307199	9606.ENSP00000497236	0	0	0	0	0.790	0	0	0.629	0.919
AICDA	CD4	9606.ENSP00000229335	9606.ENSP00000011653	0	0	0	0	0.047	0	0	0.563	0.566
AICDA	CD22	9606.ENSP00000229335	9606.ENSP00000085219	0	0	0	0	0.175	0	0	0.398	0.482
AICDA	NBN	9606.ENSP00000229335	9606.ENSP00000265433	0	0	0	0	0	0	0	0.417	0.416
AICDA	TNF	9606.ENSP00000229335	9606.ENSP00000398698	0	0	0	0	0.089	0	0	0.413	0.442
AICDA	CD8A	9606.ENSP00000229335	9606.ENSP00000386559	0	0	0	0	0	0	0	0.447	0.447
AICDA	TET3	9606.ENSP00000229335	9606.ENSP00000386869	0	0	0	0	0	0	0	0.462	0.462
AICDA	BCL2	9606.ENSP00000229335	9606.ENSP00000381185	0	0	0	0	0.090	0.042	0	0.462	0.491
AICDA	JCHAIN	9606.ENSP00000229335	9606.ENSP00000440066	0	0	0	0	0.056	0	0	0.483	0.491
AICDA	LIG1	9606.ENSP00000229335	9606.ENSP00000263274	0	0	0	0	0	0.052	0	0.487	0.492
AICDA	AR	9606.ENSP00000229335	9606.ENSP00000363822	0	0	0	0	0.050	0	0	0.491	0.495
AICDA	TP53	9606.ENSP00000229335	9606.ENSP00000269305	0	0	0	0	0.103	0	0	0.474	0.508
AICDA	CXCR4	9606.ENSP00000229335	9606.ENSP00000386884	0	0	0	0	0.083	0	0	0.487	0.509
AICDA	MSH2	9606.ENSP00000229335	9606.ENSP00000233146	0	0	0	0	0	0.292	0	0.366	0.532
AICDA	HSP90AB1	9606.ENSP00000229335	9606.ENSP00000360609	0	0	0	0	0.055	0.510	0	0.146	0.570
AICDA	HSP90AA1	9606.ENSP00000229335	9606.ENSP00000335153	0	0	0	0	0.055	0.510	0	0.150	0.572
AICDA	REV1	9606.ENSP00000229335	9606.ENSP00000258428	0	0	0	0	0	0	0	0.586	0.586
AICDA	TNFRSF13B	9606.ENSP00000229335	9606.ENSP00000261652	0	0	0	0	0.109	0	0	0.582	0.611
AICDA	ATM	9606.ENSP00000229335	9606.ENSP00000278616	0	0	0	0	0.103	0	0	0.612	0.637
AICDA	TET2	9606.ENSP00000229335	9606.ENSP00000442788	0	0	0	0	0	0	0	0.641	0.641
AICDA	GADD45A	9606.ENSP00000229335	9606.ENSP00000360025	0	0	0	0	0	0.301	0	0.548	0.671
AICDA	IRF4	9606.ENSP00000229335	9606.ENSP00000370343	0	0	0	0	0.136	0	0	0.636	0.672
AICDA	MSH6	9606.ENSP00000229335	9606.ENSP00000234420	0	0	0	0	0	0.292	0	0.611	0.712
AICDA	C1orf198	9606.ENSP00000229335	9606.ENSP00000355623	0	0	0	0	0.400	0.413	0.217	0.158	0.736
AICDA	BACH2	9606.ENSP00000229335	9606.ENSP00000257749	0	0	0	0	0.049	0	0	0.767	0.769
AICDA	CD19	9606.ENSP00000229335	9606.ENSP00000313419	0	0	0	0	0.150	0	0	0.761	0.788
AICDA	APOBEC4	9606.ENSP00000229335	9606.ENSP00000310622	0	0	0	0	0	0	0	0.873	0.873
AICDA	PAX5	9606.ENSP00000229335	9606.ENSP00000350844	0	0	0	0	0.206	0	0	0.851	0.876
AIF1	CX3CL1	9606.ENSP00000365227	9606.ENSP00000006053	0	0	0	0	0	0.075	0	0.620	0.633
AIF1	CD74	9606.ENSP00000365227	9606.ENSP00000009530	0	0	0	0	0.293	0.067	0	0.433	0.594
AIF1	CD4	9606.ENSP00000365227	9606.ENSP00000011653	0	0	0	0	0.242	0.045	0	0.531	0.631
AIF1	GRN	9606.ENSP00000365227	9606.ENSP00000053867	0	0	0	0	0.111	0	0	0.372	0.418
AIF1	NME8	9606.ENSP00000365227	9606.ENSP00000199447	0	0	0	0	0.205	0.298	0	0.091	0.449
AIF1	NFKBIA	9606.ENSP00000365227	9606.ENSP00000216797	0	0	0	0	0.067	0.104	0	0.449	0.499
AIF1	PLAT	9606.ENSP00000365227	9606.ENSP00000220809	0	0	0	0	0.074	0.096	0	0.371	0.428
AIF1	TGFB1	9606.ENSP00000365227	9606.ENSP00000221930	0	0	0	0	0.119	0	0	0.439	0.485
AIF1	MPO	9606.ENSP00000365227	9606.ENSP00000225275	0	0	0	0	0.138	0	0	0.489	0.541
AIF1	CCL2	9606.ENSP00000365227	9606.ENSP00000225831	0	0	0	0	0.129	0	0	0.668	0.698
AIF1	NFKB1	9606.ENSP00000365227	9606.ENSP00000226574	0	0	0	0	0.044	0.104	0	0.791	0.805
AIF1	IL2	9606.ENSP00000365227	9606.ENSP00000226730	0	0	0	0	0.078	0	0	0.378	0.402
AIF1	IL10RA	9606.ENSP00000365227	9606.ENSP00000227752	0	0	0	0	0.326	0	0	0.220	0.451
AIF1	SKP1	9606.ENSP00000365227	9606.ENSP00000231487	0	0	0	0	0.059	0.045	0	0.465	0.477
AIF1	PLEK	9606.ENSP00000365227	9606.ENSP00000234313	0	0	0	0	0.386	0	0	0.103	0.426
AIF1	C3	9606.ENSP00000365227	9606.ENSP00000245907	0	0	0	0	0.068	0	0	0.400	0.416
AIF1	APOE	9606.ENSP00000365227	9606.ENSP00000252486	0	0	0	0	0.074	0	0	0.580	0.594
AIF1	PXDN	9606.ENSP00000365227	9606.ENSP00000252804	0	0	0	0	0	0	0	0.738	0.738
AIF1	TLR2	9606.ENSP00000365227	9606.ENSP00000260010	0	0	0	0	0.217	0.104	0	0.511	0.627
AIF1	VWF	9606.ENSP00000365227	9606.ENSP00000261405	0	0	0	0	0.085	0.075	0	0.378	0.428
AIF1	CYBA	9606.ENSP00000365227	9606.ENSP00000261623	0	0	0	0	0.184	0	0	0.300	0.404
AIF1	PDGFRB	9606.ENSP00000365227	9606.ENSP00000261799	0	0	0	0	0.053	0	0	0.425	0.433
AIF1	TYROBP	9606.ENSP00000365227	9606.ENSP00000262629	0	0	0	0	0.833	0	0	0.675	0.943
AIF1	IL1A	9606.ENSP00000365227	9606.ENSP00000263339	0	0	0	0	0.060	0	0	0.549	0.558
AIF1	IL1B	9606.ENSP00000365227	9606.ENSP00000263341	0	0	0	0	0.174	0	0	0.827	0.851
AIF1	FGF2	9606.ENSP00000365227	9606.ENSP00000264498	0	0	0	0	0	0.104	0	0.443	0.480
AIF1	STAT3	9606.ENSP00000365227	9606.ENSP00000264657	0	0	0	0	0.060	0	0	0.442	0.453
AIF1	CALB1	9606.ENSP00000365227	9606.ENSP00000265431	0	0	0	0	0	0	0	0.582	0.582
AIF1	FCGR2A	9606.ENSP00000365227	9606.ENSP00000271450	0	0	0	0	0.349	0	0	0.462	0.635
AIF1	ALDH1L1	9606.ENSP00000365227	9606.ENSP00000273450	0	0	0	0	0	0	0	0.589	0.589
AIF1	NTRK2	9606.ENSP00000365227	9606.ENSP00000277120	0	0	0	0	0	0.099	0	0.419	0.454
AIF1	IL18	9606.ENSP00000365227	9606.ENSP00000280357	0	0	0	0	0.066	0	0	0.507	0.520
AIF1	NCF1	9606.ENSP00000365227	9606.ENSP00000289473	0	0	0	0	0.171	0.060	0	0.311	0.416
AIF1	S100B	9606.ENSP00000365227	9606.ENSP00000291700	0	0	0	0	0.066	0.046	0	0.697	0.706
AIF1	FOS	9606.ENSP00000365227	9606.ENSP00000306245	0	0	0	0	0.072	0.063	0	0.521	0.547
AIF1	P2RY13	9606.ENSP00000365227	9606.ENSP00000320376	0	0	0	0	0.332	0	0	0.358	0.553
AIF1	SIGLEC1	9606.ENSP00000365227	9606.ENSP00000341141	0	0	0	0	0.177	0	0	0.324	0.419
AIF1	TJP1	9606.ENSP00000365227	9606.ENSP00000348416	0	0	0	0	0	0	0	0.479	0.479
AIF1	CX3CR1	9606.ENSP00000365227	9606.ENSP00000351059	0	0	0	0	0.177	0	0	0.772	0.804
AIF1	FCGR2B	9606.ENSP00000365227	9606.ENSP00000351497	0	0	0	0	0.206	0	0	0.517	0.601
AIF1	PTGS2	9606.ENSP00000365227	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.581	0.590
AIF1	FCGR3A	9606.ENSP00000365227	9606.ENSP00000356946	0	0	0	0	0.367	0	0	0.571	0.717
AIF1	MNDA	9606.ENSP00000365227	9606.ENSP00000357123	0	0	0	0	0.419	0.052	0	0.180	0.509
AIF1	S100A9	9606.ENSP00000365227	9606.ENSP00000357727	0	0	0	0	0.229	0.116	0	0.271	0.460
AIF1	CTSS	9606.ENSP00000365227	9606.ENSP00000357981	0	0	0	0	0.284	0.070	0	0.395	0.562
AIF1	JUN	9606.ENSP00000365227	9606.ENSP00000360266	0	0	0	0	0	0	0	0.416	0.416
AIF1	MMP9	9606.ENSP00000365227	9606.ENSP00000361405	0	0	0	0	0.126	0	0	0.490	0.535
AIF1	CSF3R	9606.ENSP00000365227	9606.ENSP00000362195	0	0	0	0	0.314	0.091	0	0.154	0.426
AIF1	TLR4	9606.ENSP00000365227	9606.ENSP00000363089	0	0	0	0	0.140	0.104	0	0.668	0.722
AIF1	IL1R1	9606.ENSP00000365227	9606.ENSP00000386380	0	0	0	0	0.055	0	0	0.395	0.404
AIF1	CD36	9606.ENSP00000365227	9606.ENSP00000415743	0	0	0	0	0.105	0.049	0	0.370	0.416
AIF1	CD14	9606.ENSP00000365227	9606.ENSP00000385519	0	0	0	0	0.408	0	0	0.066	0.423
AIF1	CXCR4	9606.ENSP00000365227	9606.ENSP00000386884	0	0	0	0	0.192	0	0	0.325	0.431
AIF1	GRIN2B	9606.ENSP00000365227	9606.ENSP00000477455	0	0	0	0	0	0.060	0	0.436	0.447
AIF1	CXCL1	9606.ENSP00000365227	9606.ENSP00000379110	0	0	0	0	0.042	0	0	0.448	0.449
AIF1	TRANK1	9606.ENSP00000365227	9606.ENSP00000494480	0	0	0	0	0.067	0.125	0	0.382	0.451
AIF1	BCL2	9606.ENSP00000365227	9606.ENSP00000381185	0	0	0	0	0.067	0	0	0.453	0.467
AIF1	IGF1	9606.ENSP00000365227	9606.ENSP00000376637	0	0	0	0	0.100	0	0	0.454	0.488
AIF1	HLA-DRA	9606.ENSP00000365227	9606.ENSP00000378786	0	0	0	0	0.353	0	0	0.268	0.506
AIF1	GDNF	9606.ENSP00000365227	9606.ENSP00000409007	0	0	0	0	0	0	0	0.515	0.515
AIF1	CD8A	9606.ENSP00000365227	9606.ENSP00000386559	0	0	0	0	0.092	0	0	0.506	0.532
AIF1	CCL5	9606.ENSP00000365227	9606.ENSP00000474412	0	0	0	0	0.183	0	0	0.487	0.563
AIF1	CCL4	9606.ENSP00000365227	9606.ENSP00000482259	0	0	0	0	0.149	0	0	0.606	0.650
AIF1	FCGR3B	9606.ENSP00000365227	9606.ENSP00000433642	0	0	0	0	0.287	0	0	0.571	0.681
AIF1	MS4A6A	9606.ENSP00000365227	9606.ENSP00000435844	0	0	0	0	0.506	0	0	0.478	0.731
AIF1	CYBB	9606.ENSP00000365227	9606.ENSP00000367851	0	0	0	0	0.422	0.153	0	0.519	0.744
AIF1	TNF	9606.ENSP00000365227	9606.ENSP00000398698	0	0	0	0	0.156	0	0	0.826	0.846
AIP	CDKN1B	9606.ENSP00000279146	9606.ENSP00000228872	0	0	0	0	0.056	0	0	0.498	0.506
AIP	PLAG1	9606.ENSP00000279146	9606.ENSP00000325546	0	0	0	0	0	0	0	0.418	0.418
AIP	PDE2A	9606.ENSP00000279146	9606.ENSP00000334910	0	0	0	0	0.065	0.303	0	0.289	0.497
AIP	CYP1B1	9606.ENSP00000279146	9606.ENSP00000478561	0	0	0	0	0	0	0	0.545	0.545
AIP	PPARA	9606.ENSP00000279146	9606.ENSP00000385523	0	0	0	0	0	0.292	0	0.678	0.762
AIP	HSP90AA1	9606.ENSP00000279146	9606.ENSP00000335153	0	0	0	0	0.047	0.684	0	0.995	0.998
AIP	HSP90AB1	9606.ENSP00000279146	9606.ENSP00000360609	0	0	0	0	0.084	0.977	0.800	0.995	0.999
AJAP1	CDH1	9606.ENSP00000367433	9606.ENSP00000261769	0	0	0	0	0	0.292	0	0.953	0.965
AJAP1	BNC2	9606.ENSP00000367433	9606.ENSP00000370047	0	0	0	0	0.047	0	0	0.424	0.427
AK4	CD74	9606.ENSP00000378743	9606.ENSP00000009530	0.058	0	0	0	0.400	0	0	0.138	0.470
AK4	RRM2B	9606.ENSP00000378743	9606.ENSP00000251810	0	0	0	0	0.049	0	0.739	0.137	0.767
AK4	ITGA2B	9606.ENSP00000378743	9606.ENSP00000262407	0	0	0	0	0.046	0	0	0.447	0.449
AK4	PDE3B	9606.ENSP00000378743	9606.ENSP00000282096	0	0	0	0	0	0	0.650	0.104	0.673
AK4	PDE2A	9606.ENSP00000378743	9606.ENSP00000334910	0	0	0	0	0.044	0	0.650	0.087	0.667
AK4	PDE4D	9606.ENSP00000378743	9606.ENSP00000345502	0	0	0	0	0	0	0.650	0.113	0.676
AK4	AK5	9606.ENSP00000378743	9606.ENSP00000346577	0	0	0	0.731	0.062	0.089	0	0.378	0.422
AK4	PDE3A	9606.ENSP00000378743	9606.ENSP00000351957	0	0	0	0	0	0	0.650	0.105	0.673
AK4	RRM2	9606.ENSP00000378743	9606.ENSP00000353770	0	0	0	0	0.049	0	0.739	0.073	0.750
AK4	AK9	9606.ENSP00000378743	9606.ENSP00000410186	0	0	0	0.640	0.062	0.089	0.650	0.389	0.792
AK4	ENPP1	9606.ENSP00000378743	9606.ENSP00000498074	0	0	0	0	0.073	0	0.900	0	0.903
AK5	CD74	9606.ENSP00000346577	9606.ENSP00000009530	0.058	0	0	0	0.400	0	0	0.138	0.470
AK5	NME8	9606.ENSP00000346577	9606.ENSP00000199447	0.102	0	0	0	0.080	0	0.223	0.197	0.415
AK5	POLR3B	9606.ENSP00000346577	9606.ENSP00000228347	0.058	0	0	0	0.205	0	0	0.297	0.428
AK5	RRM2B	9606.ENSP00000346577	9606.ENSP00000251810	0	0	0	0	0.046	0	0.738	0.051	0.742
AK5	PDE3B	9606.ENSP00000346577	9606.ENSP00000282096	0	0	0	0	0	0	0.650	0.081	0.664
AK5	TRIM46	9606.ENSP00000346577	9606.ENSP00000334657	0	0	0	0	0.062	0.078	0	0.500	0.529
AK5	PDE2A	9606.ENSP00000346577	9606.ENSP00000334910	0	0	0	0	0.072	0	0.650	0.081	0.675
AK5	PDE4D	9606.ENSP00000346577	9606.ENSP00000345502	0	0	0	0	0	0	0.650	0.081	0.664
AK5	PDE3A	9606.ENSP00000346577	9606.ENSP00000351957	0	0	0	0	0	0	0.650	0.107	0.674
AK5	RRM2	9606.ENSP00000346577	9606.ENSP00000353770	0	0	0	0	0.046	0	0.738	0.051	0.742
AK5	AK9	9606.ENSP00000346577	9606.ENSP00000410186	0	0	0	0.564	0.062	0.089	0.650	0.431	0.807
AK5	ENPP1	9606.ENSP00000346577	9606.ENSP00000498074	0	0	0	0	0.062	0	0.900	0.066	0.904
AK9	CD74	9606.ENSP00000410186	9606.ENSP00000009530	0.058	0	0	0	0.400	0	0	0.138	0.470
AK9	NME8	9606.ENSP00000410186	9606.ENSP00000199447	0.102	0	0	0	0.093	0	0.223	0.328	0.518
AK9	POLR3B	9606.ENSP00000410186	9606.ENSP00000228347	0.058	0	0	0	0.205	0	0	0.265	0.401
AK9	RRM2B	9606.ENSP00000410186	9606.ENSP00000251810	0	0	0	0	0.046	0	0.935	0.130	0.941
AK9	PDE3B	9606.ENSP00000410186	9606.ENSP00000282096	0	0	0	0	0.042	0	0.650	0.087	0.667
AK9	PDE2A	9606.ENSP00000410186	9606.ENSP00000334910	0	0	0	0	0	0	0.650	0.087	0.666
AK9	NPR2	9606.ENSP00000410186	9606.ENSP00000341083	0	0	0	0	0.042	0	0.697	0.090	0.713
AK9	MOCS1	9606.ENSP00000410186	9606.ENSP00000344794	0	0	0	0	0	0	0.800	0	0.800
AK9	PDE4D	9606.ENSP00000410186	9606.ENSP00000345502	0	0	0	0	0.049	0	0.650	0.087	0.669
AK9	PDE3A	9606.ENSP00000410186	9606.ENSP00000351957	0	0	0	0	0	0	0.650	0.087	0.666
AK9	RRM2	9606.ENSP00000410186	9606.ENSP00000353770	0	0	0	0	0.046	0	0.935	0.098	0.939
AK9	ENPP1	9606.ENSP00000410186	9606.ENSP00000498074	0	0	0	0	0.062	0	0.900	0.157	0.914
AKAP13	PLEK	9606.ENSP00000354718	9606.ENSP00000234313	0	0	0	0	0.128	0	0	0.581	0.619
AKAP13	PRKAR2B	9606.ENSP00000354718	9606.ENSP00000265717	0	0	0	0	0	0.363	0	0.480	0.654
AKAP13	BCL2A1	9606.ENSP00000354718	9606.ENSP00000267953	0	0	0	0	0.056	0	0	0.452	0.461
AKAP13	TP53	9606.ENSP00000354718	9606.ENSP00000269305	0	0	0	0	0	0	0	0.454	0.454
